Author,Title,Time,Content,Push Tag,Push User ID,Push Content,Push Time
astonishing (etonnante),[閒聊] tt max立體雙效豐唇筆PChome好便宜,Tue Oct  8 03:33:15 2013,tt max 3D立體雙效豐唇筆圖片 http://www.ttmax.com.tw/image/data/ttmax_dm037.jpg     縮網址 http://goo.gl/LgQhup官網頁面 http://www.ttmax.com.tw/lipstick/ttmax-006今年因為天使貓的推薦入坑 tt max可惜天使貓目前部落格關閉中，推薦文章看不到了我收了16小時不掉色液態唇膏、三色粉餅、眼影，都不錯用最近手癢又想買上述唇筆遍尋不著心得文，打算直接衝google 之後發現同樣一組商品  官網        $990  Momo 購物網 $990 送一條粉底  PChome      $499價差將近500元！而且這款在 PCHome 上有單賣，一支 $99原本想再衝一支 nars 唇筆 #New Lover（順便推 #Mysterious Red 超美，愛用中）但看到 tt max 這款雙頭唇筆六支只要 $499就整個忘了還有 nars 的存在了，哈哈哈~--    Mieux vaut voir une fois qu'entendre cent fois.                   百聞不如一見,推,kathyqueen,:這組六支在MOMO台即期品只要399更便宜,10/08 04:36
,,,,推,kathyqueen,:還打85折 我也是很喜歡他的粉底液粉條,10/08 09:29
,,,,推,peixuanchen,:對呀天使貓去哪兒了@~@,10/08 12:21
,,,,推,kryolanfans,:之前有一次她發光澤妝感結果被砲的很,10/08 12:23
,,,,推,OoJudyoO,:那個液態口紅是怎樣的不好用呢?想參考,10/08 16:30
,,,,推,OoJudyoO,:謝謝喔 我還是定了無亮片的色號試試看,10/09 00:49
,,,,推,JiHyunWoo,:我覺得粉條很好用喔!!!很喜歡,10/09 13:38
,,,,推,breezenelly,:有聽說粉餅也不錯的樣子?,10/09 16:57
,,,,→,kathyqueen,:也有買三色粉餅但還是更喜歡前兩者~~,10/08 09:29
,,,,→,winnieisapig,:粉條好用嗎？ 用過純蜜很難用,10/08 12:17
,,,,→,kryolanfans,:慘就沒出現過了,10/08 12:23
,,,,→,winnieisapig,:很乾顯唇紋 一直補護唇膏也不太有用,10/08 19:42
,,,,→,winnieisapig,:最後補一補 嘴上好多亮片= =,10/08 19:44
,,,,→,astonishing,:Judy大，人家是說唇蜜難用，不是液態,10/11 04:26
,,,,→,astonishing,:口紅難用啦,10/11 04:26
keemeeree (多喝水),[情報] PCHOME CX溫和即淨眼唇卸妝液,Tue Mar  6 01:34:34 2012,PCHOME24小時購物特價CX溫和即淨眼唇卸妝液145ml$159應該算有便宜到吧!!昨天收到馬上拿來卸看看我的眼妝是上:integrate眼影 + bobbi brown眼線膠 + fasio洋娃娃記形睫毛膏比較難卸的就睫毛膏不過用這罐很輕鬆就可以卸掉囉只是我覺得它有點薰眼卸第一隻眼睛時在化妝棉上倒太多 所以有不少眼唇卸妝液流進眼睛超刺痛的 有一瞬間我以為我要瞎了= = 還好只刺痛了5秒卸第二隻眼睛時有控制好用量就沒事了基本上卸除力不錯 所以這價錢可以接受囉:)有需要的人可以參考一下:D,推,july22,:這罐我不小心用到眼睛裡兩次,03/06 09:30
,,,,→,july22,:兩次都有快瞎掉的感覺!!馬上清洗,03/06 09:30
,,,,→,july22,:之後還是很刺痛就只好先去床上睡覺(誤),03/06 09:30
