Author,Title,Time,Content,Push Tag,Push User ID,Push Content,Push Time
,,,,→,meowyih,: 一次晚上送一次,09/11 10:18
,,,,→,final007,: 簽收了,09/11 10:19
,,,,→,jameshcm,: 應該上午九點半就到了,09/11 10:23
,,,,→,ppccfvy,: 且還不是在北部,09/11 10:24
,,,,→,a0913,: MOMO凌晨下單 中午會到,09/11 11:30
,,,,→,jajoy,: 我推完這篇文的時候,09/11 11:51
,,,,→,meishan31,: 七天吧,09/11 11:59
,,,,→,andyw7612162,: 有想買的念頭時，門口敲門簽收，要,09/11 12:59
,,,,→,andyw7612162,: 我當場補下單繳費,09/11 12:59
,,,,→,komcmc,: 最快早8訂 下午三點問我在家嗎,09/11 13:32
,,,,→,bryanwang,: 你還沒按下結帳，網家就在你家門口等了,09/11 13:35
,,,,→,bryanwang,: 。,09/11 13:35
,,,,→,hip184184,: 備按門鈴了,09/11 13:56
,,,,→,never1302,: 詢問物流中心就沒下文了，而且只要他回,09/11 13:57
,,,,→,never1302,: 報是你人不在你就沒辦法用pchome的申訴,09/11 13:57
,,,,→,never1302,: 功能投訴他了哈哈,09/11 13:57
,,,,→,never1302,: 收貨地址是填營業場所不會有人不在的,09/11 14:03
,,,,→,never1302,,09/11 14:03
,,,,→,never1302,: m/ZiSFtv1.jpg,09/11 14:03
,,,,→,buwa56,: 下禮拜一,09/11 15:13
,,,,→,diqoedin,: 今出貨 明天物流休 星期一到,09/11 16:01
,,,,→,onewalker,: 遞說等一下我先下單,09/11 20:30
,,,,→,cfvcfv666,: 12月31日晚上十點下單，結果明年才送過,09/11 22:18
,,,,→,cfvcfv666,: 來,09/11 22:18
,,,,噓,ll1117,: 樓上剛好退貨會半小時內到,09/11 13:09
Zionward (，),[閒聊] 多久沒買pchome了？,Wed Jun  9 22:34:30 2021,最近兩三年好像都在momo買，或用比價網站找比較便宜但看起來還ok的網站買（太詭異的網站還是不敢用掏寶跟蝦皮也盡量不用）有一天，忽然發現好像已經很久很久超級久沒用pchome買東西了主要原因就是他會稍微貴一些如果不是什麼當天或隔天就要的東西就不會跟它們買不知大家是否也這樣已經很久沒用pchome了？,推,whoismama,: 上週買了還沒寄出,06/09 22:34
,,,,推,chris133,: 這陣子貨運很卡,06/09 22:38
,,,,推,med5566,: y拍：,06/09 22:38
,,,,推,GKDOOMHAMMER,: 最近也是卡了一週,06/09 22:40
,,,,推,jessie6813,: 前陣子買也是卡，幾個月沒買了,06/09 22:42
,,,,推,kasou1003,: 快滿兩週，我的同單貨品只來一半...,06/09 23:02
,,,,推,s900353,: 我等它寄貨等了快三個禮拜 實在受不了,06/10 00:34
,,,,推,judy0517,: 真的有急需才會考慮這家,06/10 00:39
,,,,推,sunnycheng,: 剛買pchome 比價過momo貴ㄧ些,06/10 00:48
,,,,推,chaball,: 還是會從PChome買，因為momo很多貨品不送,06/10 01:55
,,,,推,doremii,: 半年,06/10 01:59
,,,,推,curryhats,: Momo比較爛，我只買pchome，還沒出過,06/10 03:08
,,,,推,beaglelover,: momo最近比pchome快很多，已經很多朋,06/10 03:33
,,,,推,IMmasana,: 對吼！上禮拜買了還沒送來，我都忘了這,06/10 03:42
,,,,推,iMooNK,: 我覺得momo超爛欸 但pc真的很久沒使用了,06/10 04:05
,,,,推,bryanwang,: momo價格普遍低於pchome，但pchome服,06/10 05:38
,,,,推,ESCAPEFROM,: pchome退貨比較順利，所以如果差不多,06/10 05:43
,,,,推,elcomcc,: 我還以為是股票,06/10 06:15
,,,,推,ooxxboy,: Y站最近也很快啊，單純P站的問題，P站真,06/10 07:10
,,,,推,adsl5001,: 其實有時候還是會比momo便宜,06/10 07:18
,,,,推,sfloat,: pc退貨比較安心，+1,06/10 07:21
,,,,推,amiru3,: PChome24h出貨超慢. 好幾天都還沒出貨,06/10 07:55
,,,,推,t61327apink,: 啊傻眼 我已經有心理預期會很久才到,06/10 08:21
,,,,推,dumbo5566,: 排版很亂,06/10 08:34
,,,,推,damnche,: 都用pc,06/10 08:49
,,,,推,Mozai,: 還是會買pchome，退換貨不囉嗦，蝦皮太多,06/10 09:15
,,,,推,duCK106,: 不會阿，前陣子買兩天就到了,06/10 09:24
,,,,推,LNOM,: pc 退貨不囉嗦,06/10 09:39
,,,,推,LP30KG,: 一直都是買PC Home,06/10 09:56
,,,,推,Angel2011,: 廠商直寄的很快,06/10 10:57
,,,,推,finaltop,: momo退貨非常多問題 而且很會拖延,06/10 11:49
